Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
149f18c2d8b9bce6001cc9e156092aa562c83bc1,b7a562fe2d37014bb47274cb5baa361b97ff9263e3ba526848a1cef5749ff3589c63e8c2aa49dcaf8fce7899b1b135e3399c7a1785c24fe82f52ed729359bde8,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,120,0.5,,,16,16,4.50,0.00,0.00,0.00,4.50,Cash,Taxi Affiliation Services,41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
6965729eefb020ad3a11d567dab41d3a8d68e9b5,1196baed4ac6d505b1570924ec0cfd186711562a12627811045d57fbbc6e9d2aa8b5cd89e0a8b0abecd9bf69011a5a43f06265221d13ffe3d602354c5595f441,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,0,0,,,,,15.25,2.29,0.00,0.00,17.54,Credit Card,Suburban Dispatch LLC,,,,,,
0b16f5f77d7c5c4363b9c4099208daf0b5d0afea,68b1dbcd1b4b3cc1b45547ae53d83546eafb067ccb651d3d1a9abedf1ee70659bd02eb7675b78f9ad4e2da4c59c3c306d812ed7516435908d2c3fdc0e73cc424,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,0,0,,,,,17.50,1.00,0.00,0.00,18.50,Credit Card,Suburban Dispatch LLC,,,,,,
beaec50c0923d1dbe1217a507342eefdef81e39b,7f83e923d71df8812353e1ea8f491ca1cc70469fe9ed276cecb902cbba6575d2bf2f7dd18ed0759b2b64fd2bc978de12662fbb46997df8f6fb4f95cdf9b9a8f7,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,960,2.7,,,,,12.00,0.00,0.00,0.00,12.00,Cash,City Service,,,,,,
7d863c35284952ed19ce5d5d946e6946c710a15a,bfb5c2ad40103c9891e7ee4713e93ccd75e741099b7498884115f8ed4a13201f14f3f33a34a5eb231f66772204ee783613e46323926be4b819f202858d693ca5,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,600,1.7,,,,,8.25,2.00,0.00,0.00,10.75,Credit Card,Chicago Independents,,,,,,
16dc1e4922ed3375f78fa1e418f52b4178bc21a9,3c814d3baedca9be4de8ddb5547c7dec404a08e148740ee0e371d1114fc63a01a587a8823b97cc9b96bf98b58764598ed1e3d763d54572c11b9feadaa3dabb85,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,720,1.7,,,,,8.75,0.00,0.00,1.00,9.75,Cash,Sun Taxi,,,,,,
891d3f4ddf25e499e60c3c7bf4c715a005d588fe,5045e67af9f438ea9a9b2ffc8c084ac86b9ebe8df69619d19d24408ea2e69c140887bccdd4d4cd6e245cf6cc740fcf58b16f68e52baac1b17c697b492a971697,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,780,5.9,,,,,16.75,3.45,0.00,0.00,20.70,Credit Card,Taxi Affiliation Service Yellow,,,,,,
1b545d0be27b195076e5d2a7d4fc0ebef6ef20ac,56a1119c6ca57e39525cf06829f9ecff553cf4b5ac24821259d086c8ab30406ec45ae77335c646417897d2f4916479c3ed8b6313c2ccb9fb3fc248a4c3387800,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,240,1.3,17031839100,17031833000,32,28,6.25,0.00,0.00,0.00,6.25,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201)
f398f04efdae9641df780e0a824770a62ab9a2ea,9149bad3504bb6966a90f2d42d8a98fdd4d8c27bb2e408c52815def8d5f9fed0965d11d97b2d36ad67fedddba2b1471498895541c904b89677a50bde7a5cbff6,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,420,0,17031281900,17031839100,28,32,6.00,0.00,0.00,0.00,6.00,Cash,Blue Ribbon Taxi Association Inc.,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
7f6cfe5d83d1625724b534dc1130aca455f3c46f,15ae156101456925cc4ade445676def1ae013e526cff1ab373d17e32942c6cae5f7f217ba08842ca73bd73eab6ce9f7bd63dbd3002884fc7151576655e65d542,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,360,0,17031081100,17031081700,8,8,5.50,0.00,0.00,1.00,6.50,Cash,Taxi Affiliation Services,41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
d056e52f21b582d105b458a30463a1e684b9a54e,3357e3170510a0374bc28e6baebeaa47cb6a971606874e14a3e603853d1a3959738e2eceff519c09ddbc07c6784718f74d618ab9df5b1f296a19f25557f42555,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,1080,0,17031839100,17031320100,32,32,9.75,0.00,0.00,1.00,10.75,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
c3ee40051c5643c54064a8b9df3686d2d411518d,7987cfe5e3b2c9869665f70fe35dbe7423e7fc5852f2d6f623d9bdcb68f3904d9cdbe629baecac68f6e78110e3c79bf7a158111fb69ec74d3e8680dbaddc0390,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,1500,0.4,17031839100,17031081300,32,8,22.75,4.85,0.00,1.50,29.10,Credit Card,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935)
29f30c8a6bbc028f5d63aa18c708d31b47267a9f,0b269137bd94b55212311226d9e1554423e12bcc16a432c8d6a1e364a116578dcad953c0e3dc15b14ecc71271f037fd5790c9a0780ad64e38ea568c8c35b0ea9,01/01/2017 12:00:00 AM,01/01/2017 12:30:00 AM,1620,0.9,17031839100,17031081500,32,8,12.25,2.85,0.00,2.00,17.10,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
bfa259279b4557566d2d06381156715d9be355a1,7e7dce4bc47f1de9dd9e4fe427408dbf9fc61d786574a5abcd019ecdf1163d8964d49b4fe35b881f1adbd87823cc2cf71c418b8b706f31edd1728721afe8e6f4,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,480,3.5,,,77,6,11.25,0.00,0.00,1.00,12.25,Cash,Choice Taxi Association,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
55ae4fa955e6bc8705b995248c34f4183d848c27,d1d781b6807176ed53fbb9d0010dd0a87e29c073984bda66e053d5942cc09f0b16c80530b7e5065ba05eef8043c5b878bc5c022ec95a7527ec0ef9d6526554ed,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,540,1,17031081202,17031081403,8,8,6.75,0.00,0.00,2.00,8.75,Cash,Dispatch Taxi Affiliation,41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
ce908cd441e28d08dfb22bf168102beabb5e16e4,f7630edc68a131c4a97382dd93206949da80ec1443d8da745cd574a05f5b19e0885ce71bd0ee3bd1f2e420fde9e3df0edba4326b14103bed37cceaa40e7e1b23,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,480,0.5,17031081500,17031081403,8,8,6.25,2.00,0.00,1.50,9.75,Credit Card,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
a06320ba7f7246711505daf4bc236fcafd0142f2,9680ca84d7fa9fceccc37db042e708c1fd78318d410201f8b41fc95e578fabd83a10d646286b4eda4aa9c9643fe67f48bdc55d4ba086b0ea8c5f65a31d7b2ae5,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,660,3.3,,,29,28,11.25,0.00,0.00,0.00,11.25,Cash,Taxi Affiliation Services,41.860190019,-87.7172201,POINT (-87.7172201 41.8601900192),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
0642889773d6d10b72d613584fceba18232f0dfd,38c926561cf2221a4785159e39aef376ef08ddb3c6081c4f3e7ab1263bb617d1d64c4dd73b1849f6142717c62eef2b4878937275a462df9028c63f581a03a4a4,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,1140,0.3,,,44,38,17.50,0.00,0.00,0.00,17.50,Cash,Taxi Affiliation Services,41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565),41.812948939,-87.617859676,POINT (-87.6178596758 41.8129489392)
b40be7c3b698b453e044eb0b9c2765630ffd8091,b7eb3d8ccfb18e383435f51a87024fc0d3503a6fd90a66bec186327aa466dd3bbeb7b78954120b4a99f838d52ac3c611d41d9864ef4e67cc44322d10e4014f25,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,960,0,,,31,58,14.75,0.00,0.00,0.00,14.75,Cash,Taxi Affiliation Services,41.850266366,-87.667569312,POINT (-87.667569312 41.8502663663),41.817366208,-87.698860797,POINT (-87.6988607973 41.8173662079)
ce4a3117b2ea3420bc2ccdd6f3518e7fd8e76586,a542a0925c3905b90f56c23d5d6243e815695666f0c0e5a50a794d2e9de7351ec23079fb810b7d9e55f6a206468ce01aa444c6bb0a5d77d15383c8c48dc4ece4,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,60,0,17031281900,17031281900,28,28,3.50,0.00,0.00,0.00,3.50,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
fd25560e18dab95225999c264586a331dc3283f5,9ff153898c75dbd960a207b660a71f92f79b666dcec98e18922f8f00bcabaa1138a0cbf70c2946647f65fedb7763759f4a6f6c71ebcf56d42002966d7c4df241,01/01/2017 12:00:00 AM,01/01/2017 12:30:00 AM,1980,3.4,17031839100,17031081401,32,8,16.75,3.65,0.00,1.50,21.90,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495)
f72411259c6e7974aed63cd805f1428432ceb327,4c44c95be8b37539aff5ca9e7840cd7951ebf1fa73d62ed3d6b10ec6d2d989ea511d9093cbb739d708c85294f87e9ee27112d5b717c0685fab080f43458a38f4,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,780,4.5,,,23,8,14.00,0.00,0.00,0.00,14.00,Cash,Taxi Affiliation Services,41.900069603,-87.720918238,POINT (-87.7209182385 41.9000696026),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
2504e0bf058ff310ac4c197618a843f88fc1c0c6,d3a5f1452b4a1db2a547e7a0aabfe28d67c62b0e40155faf64815dcd7807ee31de2f891d4a808c6b7c1a0f2602bfe8db64a6a4941dbda0c8c23a1ab756e5dc19,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,960,5.9,17031320400,17031062100,32,6,17.50,0.00,0.00,1.00,18.50,Cash,Northwest Management LLC,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.942691844,-87.651770507,POINT (-87.6517705068 41.9426918444)
4ca1087133dfd8bde2483cb2aaa609fff2654f7c,0083fcde0fb490b4ec424c63d1d750378f6ad11154d1d4a1cd5388b0b7d16c72eacf606c4d90cbdee388d2a99f3ed24d126ee948ba7c37da0af1d254b8b069cf,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,780,0.1,17031242000,17031081700,24,8,9.50,2.10,0.00,1.00,12.60,Credit Card,Taxi Affiliation Services,41.899737388,-87.664953917,POINT (-87.6649539167 41.8997373884),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
8204c81c23189fd954f11382946f6e85e4169a65,c8131eb8c9137ca25c05c4a1ceb857cfa692d59f54f08283394d5cbbc8f8bbec585c4c610306a5d7fa77fc2f92952159575df972e5152f7f11e7876064a6fe0f,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,900,4.7,,,32,22,15.25,2.00,0.00,1.00,18.25,Credit Card,Northwest Management LLC,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.92276062,-87.699155343,POINT (-87.69915534320002 41.9227606205)
057323da5b069cb77e6e928e9b6c7a2ac064c43b,1e09e6453a168cabfcca5a4c9f4d1cb01fd4b38f58e2d9c18e8c7aab202ec4479f4e0b5c00ada560cf6d0d352605c052c8748d9ea63d5de36a1f09b76a426207,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,300,0,17031842300,17031081800,24,8,6.00,0.00,0.00,2.00,8.00,Cash,Blue Ribbon Taxi Association Inc.,41.89830587,-87.653613982,POINT (-87.6536139825 41.8983058696),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
fecd16742753b22c00b80b877093e62d7ec60204,e9b5758569e2721ce79fe9e747a463a6da132f2ebb4854c4bacd0091b9bc6c60fcd7ea762bead39beb0e83956c98df804dfdf6aa88a77fb2fa9116cf5921569e,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,1020,3.8,,,6,24,13.25,2.85,0.00,1.00,17.10,Credit Card,Top Cab Affiliation,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
04bc3089a41c33afc9b6cbf5a9beac4fed91da7c,785ef52cff80fe78a7ee899453036c0be6ac8fef4d1006810092be7e96b27cfa576f25bfd842e2f0cbd68c52f22f943fb512a0ddad323fbd472bb0529148739d,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,120,0.4,17031839100,17031839100,32,32,4.25,2.00,0.00,1.00,7.25,Credit Card,Chicago Medallion Leasing INC,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
7afdd7ce810f2fedf0f8341af51e3b89552f2a51,d5ca4708ec7536df92968ff54683f27934c4c48beb482f831315a48b6e116dac3b944c0765bbe76b073f6cd5696a70e5b500d200db836c698e82855bddfae88e,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,60,0.3,,,7,7,4.00,0.00,0.00,1.00,5.00,Cash,Northwest Management LLC,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
e9b6beb720dda2eedb7c017653fa3d9f89a7c4f2,54ce757aedc974546d4f3995234649761a13cb172989dce248977949b1d3de47d68de8586eb692cc47ffbae73fb6633e68d7de4646faf61451a4fc1860f903f2,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,0,0,17031839100,17031839100,32,32,3.25,0.00,0.00,2.00,5.25,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
48b99d63b60f5eae49cbc6035750ea5f85c30cf3,2e8fa712f0d6be37541e940607b4986b43ff0e597b884aaee223bac11d16142be9cbb844215c31d2321635e21487b6dd1f7cdc3e9323070bb7a9f181c0074b90,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,300,0,,,24,24,7.00,2.00,0.00,0.00,9.00,Credit Card,Blue Ribbon Taxi Association Inc.,41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
e09945909ae154d6b0ce433468baddcf79f79973,b329626db30d23db0e6620de7d1a3036dd3c2ca3e139fd4fda43a3c10b91d800bdb1b79af04a9b1232d02cbea0283068ab495f324ba54b8c05105b68f6e2825e,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,180,0.7,17031839100,17031833000,32,28,5.00,0.00,0.00,2.00,7.00,Cash,Dispatch Taxi Affiliation,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201)
cff28fb92722b664580a7f81a58b897d08f29e7b,bdd4f123ca6024796d886be81c3d6d00a561aa3ee76b7f89ae963a3e36d4347f9aab68179de6f86d17d9221a25bb1667aa8ae8546d10912a95b2b2acc25e4e1f,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,720,0,17031839100,17031081700,32,8,7.50,3.00,0.00,0.00,10.50,Credit Card,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365)
7db718f3ad570c3a1ac5e2cae77727d30064dbb2,02857a67bbf50c536ccadbbd8716c5243702c08395fa7837eb330ae9deaae1f725cfcd5434d3f611ade2f50bd25f7fa9d6313fa22fbd5debbd4c5be0e3f9fb10,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,720,0.9,17031081500,17031081403,8,8,7.75,0.00,0.00,0.00,7.75,Cash,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
d2cb4676f65c1c810f27ec4288ac74fa903b00af,971fa4446fe8b29da09564476ab378d9c582ebc3c4334c022963ac93c5eebabe88a3fc903bba1b48a21d1d1cb597f785ad481fcad514d18c231a1641d01db177,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,540,3.2,17031071200,17031060800,7,6,11.00,3.10,0.00,1.50,15.60,Credit Card,Chicago Medallion Leasing INC,41.921854911,-87.646210977,POINT (-87.6462109769 41.9218549112),41.953400044,-87.646007066,POINT (-87.6460070664 41.9534000435)
7fe98605f0b6e3da33fb048ec3a6554619dceb20,ae708f295169b3a30fb94aaaf518cd93baae96390a510818b099c3683ab683ffc707c14e395ba3a482d73d03e3ef7b075cb46723930374f2c56c9cc15d9d324f,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,660,0,17031031100,17031080300,3,8,15.50,2.00,0.00,2.00,19.50,Credit Card,Blue Ribbon Taxi Association Inc.,41.972667956,-87.663865496,POINT (-87.6638654956 41.9726679555),41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303)
099cb8388ed25f6bc71338d793cc4271866e2d62,a29bd1a1911d3e1c9d1493ded2b6ffc5bb87dd649440205c2a8d1df5f4af53653f30534dc85735fc279189f0a6ad37a6d2419ee863ffae4c8420de236f688c0f,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,1440,14.6,,,15,29,37.50,0.00,0.00,1.00,38.50,Cash,Dispatch Taxi Affiliation,41.954027649,-87.763399032,POINT (-87.7633990316 41.9540276487),41.860190019,-87.7172201,POINT (-87.7172201 41.8601900192)
b20ecb1e7d56adaa8278b32e9ccddf262cd60ccb,0090787181662a792d7a7adbc00cf267181d2d55994971ee4278edb91a8990d3680a598f256abb9fea2f83ed738ff8c3ad6c1bba7844fa60a3c4015e8cef04fb,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,720,0.1,,,7,6,8.25,0.00,0.00,1.00,9.25,Cash,Blue Ribbon Taxi Association Inc.,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
31c325f2ea9764538283b042955093800b59b58d,4594304ab7ce0e59962a1e225f252a1b2d0c383d9af2cb73bc9d4be2a17cd3745bad0d561c3d344687d8b912ae60054431e2dc765b3b2fcfc1603c59461abea1,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,480,0.1,17031839100,17031081202,32,8,9.00,0.00,0.00,0.00,9.00,Cash,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476)
14df86691068069faecfe7e9f08b6ed5ff1675a9,c95fefaa51d17df848928c43d08e8383fb003ee44d8d86f2ce53c7974936af1b56399a7b0c65b3562db10d7624ebae693cd6146b764d08621c09f903b99232b9,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,60,0,17031081500,17031081500,8,8,3.25,0.00,0.00,0.00,3.25,Cash,Choice Taxi Association,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
fffcd8ff80993f5055ec879c084cb29abc870847,3193614caa6721a4dbad29c3c7ef58ab2784e87e2db41f0c1afb22f86970cc7e30525424381ced38127bc5e4ac0205feb19cef022675255a49ee849736cd5769,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,480,1.4,17031839100,17031081800,32,8,7.50,0.00,0.00,1.00,8.50,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
3ecf2e58059410d353372352f1a47389914a7aaa,682eebe5ef8cff52924af3e4d8f276bf3ee36bbec2da75e2141a2388f83bfb96c067dff5c2661ca879ea265ec8666f140721f42fde8901396020d40cbd99aba9,01/01/2017 12:00:00 AM,01/01/2017 12:30:00 AM,1320,4.9,17031062000,17031242600,6,24,16.25,3.25,0.00,0.00,19.50,Credit Card,Taxi Affiliation Services,41.942577185,-87.647078509,POINT (-87.6470785093 41.942577185),41.900560384,-87.69419737,POINT (-87.6941973701 41.9005603836)
2d672c39a396871b4319cbfe7c4678212f0d4db0,9b35383cb46d1a50acdc36442805b6754966f8dcd81a768b506ec5831938db5f4eef4e8e657062a0a5418c992b5b9759de34d5ff770e866e88ae0756ef0f2f56,01/01/2017 12:00:00 AM,01/01/2017 12:00:00 AM,0,0,17031081300,17031081300,8,8,3.25,0.00,0.00,0.00,3.25,Cash,Taxi Affiliation Services,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935)
6ad54599411f5757f45c775d486266ec249a12ef,5c8345962d4b32b7a2de51c0208fe5ec3c1ec8f0831d9d56159a20bf34a9e71f9eb7b6cc0e4dfc0e7de8c27a1bd4b38f7e5dd1155c9f3b5abde6ac5b7f9a9f3f,01/01/2017 12:00:00 AM,01/01/2017 12:15:00 AM,1140,6.2,,,4,24,18.00,3.00,0.00,0.00,21.00,Credit Card,Choice Taxi Association,41.975170943,-87.687515515,POINT (-87.68751551520002 41.9751709433),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
